Jaar;Balanspost;Energiedrager;Waarde in PJ
2009;Statistische verschillen;Aardgas;-2,9
2009;Statistische verschillen;Hernieuwbare energie;0
2009;Statistische verschillen;Biomassa;0
2009;Statistische verschillen;Elektriciteit;-1,4
2009;Totaal energieverbruik;Totaal energiedragers;3253,6
2009;Totaal energieverbruik;Kool en koolproducten;312,4
2009;Totaal energieverbruik;Aardoliegrondstoffen en producten;1215,2
2009;Totaal energieverbruik;Aardgas;1488,9
2009;Totaal energieverbruik;Kernenergie;41
2009;Totaal energieverbruik;Hernieuwbare energie;138
2009;Totaal energieverbruik;Waterkracht;0,4
2009;Totaal energieverbruik;Windenergie;16,5
2009;Totaal energieverbruik;Zonne-energie;1,1
2009;Totaal energieverbruik;Aardwarmte;0,1
2009;Totaal energieverbruik;Omgevingsenergie;2,2
2009;Totaal energieverbruik;Biomassa;117,7
2009;Totaal energieverbruik;Elektriciteit;19
2009;Totaal energieverbruik;Overig;39
2010;Bunkering;Totaal energiedragers;723
2010;Bunkering;Aardoliegrondstoffen en producten;723
2010;Uitvoer;Totaal energiedragers;7956,5
2010;Uitvoer;Kool en koolproducten;4,6
2010;Uitvoer;Aardoliegrondstoffen en producten;6095,1
2010;Uitvoer;Aardgas;1786,1
2010;Uitvoer;Hernieuwbare energie;24,5
2010;Uitvoer;Biomassa;24,5
2010;Uitvoer;Elektriciteit;46,1
2010;Statistische verschillen;Totaal energiedragers;-12,4
2010;Statistische verschillen;Kool en koolproducten;0
2010;Statistische verschillen;Aardoliegrondstoffen en producten;-5,4
2010;Statistische verschillen;Aardgas;-5,8
2010;Statistische verschillen;Hernieuwbare energie;-0,1
2010;Statistische verschillen;Biomassa;-0,1
2010;Statistische verschillen;Elektriciteit;-1,2
2010;Totaal energieverbruik;Totaal energiedragers;3485,3
2010;Totaal energieverbruik;Kool en koolproducten;315,5
2010;Totaal energieverbruik;Aardoliegrondstoffen en producten;1261,5
2010;Totaal energieverbruik;Aardgas;1683,3
2010;Totaal energieverbruik;Kernenergie;38,4
2010;Totaal energieverbruik;Hernieuwbare energie;138,3
2010;Totaal energieverbruik;Waterkracht;0,4
2010;Totaal energieverbruik;Windenergie;14,4
2010;Totaal energieverbruik;Zonne-energie;1,2
2010;Totaal energieverbruik;Aardwarmte;0,3
2010;Totaal energieverbruik;Omgevingsenergie;2,7
2010;Totaal energieverbruik;Biomassa;119,3
2010;Totaal energieverbruik;Elektriciteit;11,2
2010;Totaal energieverbruik;Overig;37,2
2011;Bunkering;Totaal energiedragers;773,2
2011;Bunkering;Aardoliegrondstoffen en producten;773,2
2011;Uitvoer;Totaal energiedragers;7691,1
2011;Uitvoer;Kool en koolproducten;1,8
2011;Uitvoer;Aardoliegrondstoffen en producten;5907
2011;Uitvoer;Aardgas;1719,3
2011;Uitvoer;Hernieuwbare energie;20,5
2011;Uitvoer;Biomassa;20,5
2011;Uitvoer;Elektriciteit;41,5
2011;Uitvoer;Overig;1,1
2011;Statistische verschillen;Totaal energiedragers;-13,1
2011;Statistische verschillen;Kool en koolproducten;0
2011;Statistische verschillen;Aardoliegrondstoffen en producten;-8
2011;Statistische verschillen;Aardgas;-6,2
2011;Statistische verschillen;Hernieuwbare energie;-0,1
2011;Statistische verschillen;Biomassa;-0,1
2011;Statistische verschillen;Elektriciteit;1,2
2011;Totaal energieverbruik;Totaal energiedragers;3250,6
2011;Totaal energieverbruik;Kool en koolproducten;311,4
2011;Totaal energieverbruik;Aardoliegrondstoffen en producten;1208,9
2011;Totaal energieverbruik;Aardgas;1473,4
2011;Totaal energieverbruik;Kernenergie;40,2
2011;Totaal energieverbruik;Hernieuwbare energie;146,6
2011;Totaal energieverbruik;Waterkracht;0,2
2011;Totaal energieverbruik;Windenergie;18,4
2011;Totaal energieverbruik;Zonne-energie;1,4
2011;Totaal energieverbruik;Aardwarmte;0,3
2011;Totaal energieverbruik;Omgevingsenergie;3,3
2011;Totaal energieverbruik;Biomassa;123
2011;Totaal energieverbruik;Elektriciteit;31,5
2011;Totaal energieverbruik;Overig;38,6
2012;Bunkering;Totaal energiedragers;716,9
2012;Bunkering;Aardoliegrondstoffen en producten;716,9
2012;Uitvoer;Totaal energiedragers;8186,5
2012;Uitvoer;Kool en koolproducten;3,3
2012;Uitvoer;Aardoliegrondstoffen en producten;6176,3
2012;Uitvoer;Aardgas;1906,5
2012;Uitvoer;Hernieuwbare energie;45,1
2012;Uitvoer;Biomassa;45,1
2012;Uitvoer;Elektriciteit;54,2
2012;Uitvoer;Overig;1,2
2012;Statistische verschillen;Totaal energiedragers;-8,6
2012;Statistische verschillen;Kool en koolproducten;0
2012;Statistische verschillen;Aardoliegrondstoffen en producten;-4,6
2012;Statistische verschillen;Aardgas;-12,3
2012;Statistische verschillen;Hernieuwbare energie;-0,1
2012;Statistische verschillen;Biomassa;-0,1
2012;Statistische verschillen;Elektriciteit;8,3
2012;Totaal energieverbruik;Totaal energiedragers;3260,1
2012;Totaal energieverbruik;Kool en koolproducten;341,1
2012;Totaal energieverbruik;Aardoliegrondstoffen en producten;1222
2012;Totaal energieverbruik;Aardgas;1414,2
2012;Totaal energieverbruik;Kernenergie;38,5
2012;Totaal energieverbruik;Hernieuwbare energie;150,8
2012;Totaal energieverbruik;Waterkracht;0,4
2012;Totaal energieverbruik;Windenergie;17,9
2012;Totaal energieverbruik;Zonne-energie;1,8
2012;Totaal energieverbruik;Aardwarmte;0,5
2012;Totaal energieverbruik;Omgevingsenergie;3,8
2012;Totaal energieverbruik;Biomassa;126,5
2012;Totaal energieverbruik;Elektriciteit;53,3
2012;Totaal energieverbruik;Overig;40,1
2013;Bunkering;Totaal energiedragers;695,8
2013;Bunkering;Aardoliegrondstoffen en producten;695,8
2013;Bunkering;Aardgas;0
2013;Uitvoer;Totaal energiedragers;8207,6
2013;Uitvoer;Kool en koolproducten;9,2
2013;Uitvoer;Aardoliegrondstoffen en producten;5956,6
2013;Uitvoer;Aardgas;2128,1
2013;Uitvoer;Hernieuwbare energie;58,5
2013;Uitvoer;Biomassa;58,5
2013;Uitvoer;Elektriciteit;54,1
2013;Uitvoer;Overig;1,2
2013;Statistische verschillen;Totaal energiedragers;-19,5
2013;Statistische verschillen;Kool en koolproducten;0
2013;Statistische verschillen;Aardoliegrondstoffen en producten;-9,6
2013;Statistische verschillen;Aardgas;-10,5
2013;Statistische verschillen;Hernieuwbare energie;-0,1
2013;Statistische verschillen;Biomassa;-0,1
2013;Statistische verschillen;Elektriciteit;0,6
2013;Totaal energieverbruik;Totaal energiedragers;3185,5
2013;Totaal energieverbruik;Kool en koolproducten;342,8
2013;Totaal energieverbruik;Aardoliegrondstoffen en producten;1153,6
2013;Totaal energieverbruik;Aardgas;1408,1
2013;Totaal energieverbruik;Kernenergie;27,6
2013;Totaal energieverbruik;Hernieuwbare energie;146,6
2013;Totaal energieverbruik;Waterkracht;0,4
2013;Totaal energieverbruik;Windenergie;20,3
2013;Totaal energieverbruik;Zonne-energie;2,6
2013;Totaal energieverbruik;Aardwarmte;1
2013;Totaal energieverbruik;Omgevingsenergie;4,4
2013;Totaal energieverbruik;Biomassa;118
2013;Totaal energieverbruik;Elektriciteit;65
2013;Totaal energieverbruik;Overig;41,7
2014;Bunkering;Totaal energiedragers;689,8
2014;Bunkering;Aardoliegrondstoffen en producten;689,8
2014;Bunkering;Aardgas;0
2014;Uitvoer;Totaal energiedragers;8102,2
2014;Uitvoer;Kool en koolproducten;18,3
2014;Uitvoer;Aardoliegrondstoffen en producten;6100,4
2014;Uitvoer;Aardgas;1846,7
2014;Uitvoer;Hernieuwbare energie;70,2
2014;Uitvoer;Biomassa;70,2
2014;Uitvoer;Elektriciteit;65,3
2014;Uitvoer;Overig;1,2
2014;Statistische verschillen;Totaal energiedragers;-19,7
2014;Statistische verschillen;Kool en koolproducten;0
2014;Statistische verschillen;Aardoliegrondstoffen en producten;-5,3
2014;Statistische verschillen;Aardgas;-17,4
2014;Statistische verschillen;Hernieuwbare energie;0
2014;Statistische verschillen;Biomassa;0
2014;Statistische verschillen;Elektriciteit;3,1
2014;Totaal energieverbruik;Totaal energiedragers;3030,1
2014;Totaal energieverbruik;Kool en koolproducten;378,8
2014;Totaal energieverbruik;Aardoliegrondstoffen en producten;1136,7
2014;Totaal energieverbruik;Aardgas;1235,8
2014;Totaal energieverbruik;Kernenergie;39,4
2014;Totaal energieverbruik;Hernieuwbare energie;147,4
2014;Totaal energieverbruik;Waterkracht;0,4
2014;Totaal energieverbruik;Windenergie;20,9
2014;Totaal energieverbruik;Zonne-energie;3,7
2014;Totaal energieverbruik;Aardwarmte;1,5
2014;Totaal energieverbruik;Omgevingsenergie;5
2014;Totaal energieverbruik;Biomassa;115,9
2014;Totaal energieverbruik;Elektriciteit;50
2014;Totaal energieverbruik;Overig;42,1
2015;Bunkering;Totaal energiedragers;659,5
2015;Bunkering;Aardoliegrondstoffen en producten;659,4
2015;Bunkering;Aardgas;0
2015;Uitvoer;Totaal energiedragers;8444,4
2015;Uitvoer;Kool en koolproducten;3,5
2015;Uitvoer;Aardoliegrondstoffen en producten;6631,3
2015;Uitvoer;Aardgas;1659,9
2015;Uitvoer;Hernieuwbare energie;69,2
2015;Uitvoer;Biomassa;69,2
2015;Uitvoer;Elektriciteit;79,2
2015;Uitvoer;Overig;1,2
2015;Statistische verschillen;Totaal energiedragers;-18,9
2015;Statistische verschillen;Kool en koolproducten;0
2015;Statistische verschillen;Aardgas;-17,7
2015;Statistische verschillen;Hernieuwbare energie;-0,2
2015;Statistische verschillen;Biomassa;-0,2
2015;Statistische verschillen;Elektriciteit;-1
2015;Totaal energieverbruik;Totaal energiedragers;3089
2015;Totaal energieverbruik;Kool en koolproducten;464,3
2015;Totaal energieverbruik;Aardoliegrondstoffen en producten;1136,2
2015;Totaal energieverbruik;Aardgas;1216,4
2015;Totaal energieverbruik;Kernenergie;39,2
2015;Totaal energieverbruik;Hernieuwbare energie;156,4
2015;Totaal energieverbruik;Waterkracht;0,3
2015;Totaal energieverbruik;Windenergie;27,2
2015;Totaal energieverbruik;Zonne-energie;5,1
2015;Totaal energieverbruik;Aardwarmte;2,4
2015;Totaal energieverbruik;Omgevingsenergie;5,7
2015;Totaal energieverbruik;Biomassa;115,6
2015;Totaal energieverbruik;Elektriciteit;32,5
2015;Totaal energieverbruik;Overig;44,1
2016;Bunkering;Totaal energiedragers;660,4
2016;Bunkering;Aardoliegrondstoffen en producten;660,3
2016;Bunkering;Aardgas;0
2016;Uitvoer;Totaal energiedragers;8590,2
2016;Uitvoer;Kool en koolproducten;2,2
2016;Uitvoer;Aardoliegrondstoffen en producten;6663,7
2016;Uitvoer;Aardgas;1789,4
2016;Uitvoer;Hernieuwbare energie;63,8
2016;Uitvoer;Biomassa;63,8
2016;Uitvoer;Elektriciteit;69,6
2016;Uitvoer;Overig;1,5
2016;Statistische verschillen;Totaal energiedragers;-9
2016;Statistische verschillen;Kool en koolproducten;0
2016;Statistische verschillen;Aardgas;-8,3
2016;Statistische verschillen;Hernieuwbare energie;-0,3
2016;Statistische verschillen;Biomassa;-0,3
2016;Statistische verschillen;Elektriciteit;-0,4
2016;Totaal energieverbruik;Totaal energiedragers;3134,2
2016;Totaal energieverbruik;Kool en koolproducten;430,2
2016;Totaal energieverbruik;Aardoliegrondstoffen en producten;1173,4
2016;Totaal energieverbruik;Aardgas;1265,9
2016;Totaal energieverbruik;Kernenergie;38,4
2016;Totaal energieverbruik;Hernieuwbare energie;161,3
2016;Totaal energieverbruik;Waterkracht;0,4
2016;Totaal energieverbruik;Windenergie;29,4
2016;Totaal energieverbruik;Zonne-energie;6,9
2016;Totaal energieverbruik;Aardwarmte;2,8
2016;Totaal energieverbruik;Omgevingsenergie;6,5
2016;Totaal energieverbruik;Biomassa;115,3
2016;Totaal energieverbruik;Elektriciteit;18,1
2016;Totaal energieverbruik;Overig;46,9
2017;Bunkering;Totaal energiedragers;656
2017;Bunkering;Aardoliegrondstoffen en producten;655,8
2017;Bunkering;Aardgas;0,2
2017;Uitvoer;Totaal energiedragers;8500,6
2017;Uitvoer;Kool en koolproducten;3,7
2017;Uitvoer;Aardoliegrondstoffen en producten;6668,6
2017;Uitvoer;Aardgas;1682
2017;Uitvoer;Hernieuwbare energie;76,3
2017;Uitvoer;Biomassa;76,3
2017;Uitvoer;Elektriciteit;68,2
2017;Uitvoer;Overig;1,8
2017;Statistische verschillen;Totaal energiedragers;-2,8
2017;Statistische verschillen;Kool en koolproducten;0
2017;Statistische verschillen;Aardoliegrondstoffen en producten;0
2017;Statistische verschillen;Aardgas;-2,6
2017;Statistische verschillen;Hernieuwbare energie;-0,2
2017;Statistische verschillen;Biomassa;-0,2
2017;Statistische verschillen;Elektriciteit;0
2017;Totaal energieverbruik;Totaal energiedragers;3151,3
2017;Totaal energieverbruik;Kool en koolproducten;385,7
2017;Totaal energieverbruik;Aardoliegrondstoffen en producten;1188,7
2017;Totaal energieverbruik;Aardgas;1307
2017;Totaal energieverbruik;Kernenergie;33,1
2017;Totaal energieverbruik;Hernieuwbare energie;176,4
2017;Totaal energieverbruik;Waterkracht;0,2
2017;Totaal energieverbruik;Windenergie;38
2017;Totaal energieverbruik;Zonne-energie;9,1
2017;Totaal energieverbruik;Aardwarmte;3
2017;Totaal energieverbruik;Omgevingsenergie;7,6
2017;Totaal energieverbruik;Biomassa;118,4
2017;Totaal energieverbruik;Elektriciteit;12,7
2017;Totaal energieverbruik;Overig;47,7
2018;Bunkering;Totaal energiedragers;639,5
2018;Bunkering;Aardoliegrondstoffen en producten;638,1
2018;Bunkering;Aardgas;0,7
2018;Bunkering;Hernieuwbare energie;0,7
2018;Bunkering;Biomassa;0,7
2018;Uitvoer;Totaal energiedragers;8154,2
2018;Uitvoer;Kool en koolproducten;1,5
2018;Uitvoer;Aardoliegrondstoffen en producten;6390,6
2018;Uitvoer;Aardgas;1631,9
2018;Uitvoer;Hernieuwbare energie;61,4
2018;Uitvoer;Biomassa;61,4
2018;Uitvoer;Elektriciteit;67,6
2018;Uitvoer;Overig;1,2
2018;Statistische verschillen;Totaal energiedragers;4,2
2018;Statistische verschillen;Aardoliegrondstoffen en producten;0
2018;Statistische verschillen;Aardgas;5,6
2018;Statistische verschillen;Hernieuwbare energie;-0,5
2018;Statistische verschillen;Biomassa;-0,5
2018;Statistische verschillen;Elektriciteit;-0,8
2018;Totaal energieverbruik;Totaal energiedragers;3092,4
2018;Totaal energieverbruik;Kool en koolproducten;345,9
2018;Totaal energieverbruik;Aardoliegrondstoffen en producten;1159,5
2018;Totaal energieverbruik;Aardgas;1281,4
2018;Totaal energieverbruik;Kernenergie;34
2018;Totaal energieverbruik;Hernieuwbare energie;194,4
2018;Totaal energieverbruik;Waterkracht;0,3
2018;Totaal energieverbruik;Windenergie;38
2018;Totaal energieverbruik;Zonne-energie;14,5
2018;Totaal energieverbruik;Aardwarmte;3,7
2018;Totaal energieverbruik;Omgevingsenergie;9,1
2018;Totaal energieverbruik;Biomassa;128,9
2018;Totaal energieverbruik;Elektriciteit;29,5
2018;Totaal energieverbruik;Overig;47,6
2019;Bunkering;Totaal energiedragers;645
2019;Bunkering;Aardoliegrondstoffen en producten;640,5
2019;Bunkering;Aardgas;2,5
2019;Bunkering;Hernieuwbare energie;2
2019;Bunkering;Biomassa;2
2019;Uitvoer;Totaal energiedragers;7946,5
2019;Uitvoer;Kool en koolproducten;2,5
2019;Uitvoer;Aardoliegrondstoffen en producten;6376,7
2019;Uitvoer;Aardgas;1428,5
2019;Uitvoer;Hernieuwbare energie;67,1
2019;Uitvoer;Biomassa;67,1
2019;Uitvoer;Elektriciteit;70,4
2019;Uitvoer;Overig;1,3
2019;Statistische verschillen;Totaal energiedragers;4,2
2019;Statistische verschillen;Aardoliegrondstoffen en producten;0
2019;Statistische verschillen;Aardgas;3,6
2019;Statistische verschillen;Hernieuwbare energie;-0,4
2019;Statistische verschillen;Biomassa;-0,4
2019;Statistische verschillen;Elektriciteit;1
2019;Totaal energieverbruik;Totaal energiedragers;3038,9
2019;Totaal energieverbruik;Kool en koolproducten;268,9
2019;Totaal energieverbruik;Aardoliegrondstoffen en producten;1116,3
2019;Totaal energieverbruik;Aardgas;1338,6
2019;Totaal energieverbruik;Kernenergie;38,1
2019;Totaal energieverbruik;Hernieuwbare energie;228,2
2019;Totaal energieverbruik;Waterkracht;0,3
2019;Totaal energieverbruik;Windenergie;41,4
2019;Totaal energieverbruik;Zonne-energie;20,6
2019;Totaal energieverbruik;Aardwarmte;5,6
2019;Totaal energieverbruik;Omgevingsenergie;10,9
2019;Totaal energieverbruik;Biomassa;149,4
2019;Totaal energieverbruik;Elektriciteit;2,1
2019;Totaal energieverbruik;Overig;46,6
2020;Bunkering;Totaal energiedragers;590,5
2020;Bunkering;Aardoliegrondstoffen en producten;575,8
2020;Bunkering;Aardgas;4,8
2020;Bunkering;Hernieuwbare energie;9,9
2020;Bunkering;Biomassa;9,9
2020;Uitvoer;Totaal energiedragers;6917,7
2020;Uitvoer;Kool en koolproducten;7,9
2020;Uitvoer;Aardoliegrondstoffen en producten;5558,1
2020;Uitvoer;Aardgas;1197,9
2020;Uitvoer;Hernieuwbare energie;72,3
2020;Uitvoer;Biomassa;72,3
2020;Uitvoer;Elektriciteit;80,8
2020;Uitvoer;Overig;0,9
2020;Statistische verschillen;Totaal energiedragers;20
2020;Statistische verschillen;Aardoliegrondstoffen en producten;0
2020;Statistische verschillen;Aardgas;16,1
2020;Statistische verschillen;Hernieuwbare energie;0,2
2020;Statistische verschillen;Biomassa;0,2
2020;Statistische verschillen;Elektriciteit;3,7
2020;Totaal energieverbruik;Totaal energiedragers;2927,7
2020;Totaal energieverbruik;Kool en koolproducten;172
2020;Totaal energieverbruik;Aardoliegrondstoffen en producten;1096,1
2020;Totaal energieverbruik;Aardgas;1300,7
2020;Totaal energieverbruik;Kernenergie;40
2020;Totaal energieverbruik;Hernieuwbare energie;283,3
2020;Totaal energieverbruik;Waterkracht;0,2
2020;Totaal energieverbruik;Windenergie;55
2020;Totaal energieverbruik;Zonne-energie;32
2020;Totaal energieverbruik;Aardwarmte;6,2
2020;Totaal energieverbruik;Omgevingsenergie;13,3
2020;Totaal energieverbruik;Biomassa;176,6
2020;Totaal energieverbruik;Elektriciteit;-13,3
2020;Totaal energieverbruik;Overig;48,9
2021;Bunkering;Totaal energiedragers;580,5
2021;Bunkering;Aardoliegrondstoffen en producten;568,5
2021;Bunkering;Aardgas;5
2021;Bunkering;Hernieuwbare energie;7
2021;Bunkering;Biomassa;7
2021;Uitvoer;Totaal energiedragers;7886,4
2021;Uitvoer;Kool en koolproducten;1,5
2021;Uitvoer;Aardoliegrondstoffen en producten;6445,8
2021;Uitvoer;Aardgas;1298
2021;Uitvoer;Hernieuwbare energie;66
2021;Uitvoer;Biomassa;66
2021;Uitvoer;Elektriciteit;74,3
2021;Uitvoer;Overig;0,8
2021;Statistische verschillen;Totaal energiedragers;10,2
2021;Statistische verschillen;Aardoliegrondstoffen en producten;0
2021;Statistische verschillen;Aardgas;7,7
2021;Statistische verschillen;Hernieuwbare energie;-0,3
2021;Statistische verschillen;Biomassa;-0,3
2021;Statistische verschillen;Elektriciteit;2,8
2021;Totaal energieverbruik;Totaal energiedragers;3022,1
2021;Totaal energieverbruik;Kool en koolproducten;234,4
2021;Totaal energieverbruik;Aardoliegrondstoffen en producten;1114,2
2021;Totaal energieverbruik;Aardgas;1254,9
2021;Totaal energieverbruik;Kernenergie;37,3
2021;Totaal energieverbruik;Hernieuwbare energie;333,3
2021;Totaal energieverbruik;Waterkracht;0,3
2021;Totaal energieverbruik;Windenergie;65,2
2021;Totaal energieverbruik;Zonne-energie;41,9
2021;Totaal energieverbruik;Aardwarmte;6,3
2021;Totaal energieverbruik;Omgevingsenergie;16
2021;Totaal energieverbruik;Biomassa;203,6
2021;Totaal energieverbruik;Elektriciteit;-1,9
2021;Totaal energieverbruik;Overig;49,8
2022;Bunkering;Totaal energiedragers;617,7
2022;Bunkering;Aardoliegrondstoffen en producten;595,5
2022;Bunkering;Aardgas;3,3
2022;Bunkering;Hernieuwbare energie;19
2022;Bunkering;Biomassa;19
2022;Uitvoer;Totaal energiedragers;7722,6
2022;Uitvoer;Kool en koolproducten;4,6
2022;Uitvoer;Aardoliegrondstoffen en producten;6359
2022;Uitvoer;Aardgas;1231,4
2022;Uitvoer;Hernieuwbare energie;44,7
2022;Uitvoer;Biomassa;44,7
2022;Uitvoer;Elektriciteit;82,1
2022;Uitvoer;Overig;0,8
2022;Statistische verschillen;Totaal energiedragers;-16,7
2022;Statistische verschillen;Kool en koolproducten;0
2022;Statistische verschillen;Aardoliegrondstoffen en producten;0
2022;Statistische verschillen;Aardgas;-13,3
2022;Statistische verschillen;Hernieuwbare energie;-0,1
2022;Statistische verschillen;Biomassa;-0,1
2022;Statistische verschillen;Elektriciteit;-3,2
2022;Totaal energieverbruik;Totaal energiedragers;2719,8
2022;Totaal energieverbruik;Kool en koolproducten;231,6
2022;Totaal energieverbruik;Aardoliegrondstoffen en producten;1063
2022;Totaal energieverbruik;Aardgas;991,4
2022;Totaal energieverbruik;Kernenergie;40,4
2022;Totaal energieverbruik;Hernieuwbare energie;356,9
2022;Totaal energieverbruik;Waterkracht;0,2
2022;Totaal energieverbruik;Windenergie;77,6
2022;Totaal energieverbruik;Zonne-energie;61,1
2022;Totaal energieverbruik;Aardwarmte;6,8
2022;Totaal energieverbruik;Omgevingsenergie;20,2
2022;Totaal energieverbruik;Biomassa;191
2022;Totaal energieverbruik;Elektriciteit;-12,2
2022;Totaal energieverbruik;Overig;48,6
2023;Bunkering;Totaal energiedragers;590,6
2023;Bunkering;Aardoliegrondstoffen en producten;565,5
2023;Bunkering;Aardgas;8,6
2023;Bunkering;Hernieuwbare energie;16,4
2023;Bunkering;Biomassa;16,4
2023;Uitvoer;Totaal energiedragers;7657,1
2023;Uitvoer;Kool en koolproducten;13,8
2023;Uitvoer;Aardoliegrondstoffen en producten;6321
2023;Uitvoer;Aardgas;1147,5
2023;Uitvoer;Hernieuwbare energie;83,2
2023;Uitvoer;Biomassa;83,2
2023;Uitvoer;Elektriciteit;90,7
2023;Uitvoer;Overig;0,8
2023;Statistische verschillen;Totaal energiedragers;-3,1
2023;Statistische verschillen;Aardgas;-3,9
2023;Statistische verschillen;Hernieuwbare energie;0
2023;Statistische verschillen;Biomassa;0
2023;Statistische verschillen;Elektriciteit;0,8
2023;Totaal energieverbruik;Totaal energiedragers;2615,5
2023;Totaal energieverbruik;Kool en koolproducten;158,2
2023;Totaal energieverbruik;Aardoliegrondstoffen en producten;1086,8
2023;Totaal energieverbruik;Aardgas;932,7
2023;Totaal energieverbruik;Kernenergie;39
2023;Totaal energieverbruik;Hernieuwbare energie;376,8
2023;Totaal energieverbruik;Waterkracht;0,2
2023;Totaal energieverbruik;Windenergie;106,3
2023;Totaal energieverbruik;Zonne-energie;71,7
2023;Totaal energieverbruik;Aardwarmte;6,8
2023;Totaal energieverbruik;Omgevingsenergie;25,5
2023;Totaal energieverbruik;Biomassa;166,3
2023;Totaal energieverbruik;Elektriciteit;-21,1
2023;Totaal energieverbruik;Overig;43,1
2024;Bunkering;Totaal energiedragers;631,3
2024;Bunkering;Aardoliegrondstoffen en producten;599,6
2024;Bunkering;Aardgas;16,4
2024;Bunkering;Hernieuwbare energie;15,3
2024;Bunkering;Biomassa;15,3
2024;Uitvoer;Totaal energiedragers;7296,3
2024;Uitvoer;Kool en koolproducten;4,4
2024;Uitvoer;Aardoliegrondstoffen en producten;6191,3
2024;Uitvoer;Aardgas;953
2024;Uitvoer;Hernieuwbare energie;59,5
2024;Uitvoer;Biomassa;59,5
2024;Uitvoer;Elektriciteit;87,3
2024;Uitvoer;Overig;0,8
2024;Statistische verschillen;Totaal energiedragers;-1
2024;Statistische verschillen;Aardoliegrondstoffen en producten;0
2024;Statistische verschillen;Aardgas;-4,1
2024;Statistische verschillen;Hernieuwbare energie;0,2
2024;Statistische verschillen;Biomassa;0,2
2024;Statistische verschillen;Elektriciteit;2,9
2024;Totaal energieverbruik;Totaal energiedragers;2629,6
2024;Totaal energieverbruik;Kool en koolproducten;173,4
2024;Totaal energieverbruik;Aardoliegrondstoffen en producten;1041,7
2024;Totaal energieverbruik;Aardgas;945,3
2024;Totaal energieverbruik;Kernenergie;34,7
2024;Totaal energieverbruik;Hernieuwbare energie;408,2
2024;Totaal energieverbruik;Waterkracht;0,3
2024;Totaal energieverbruik;Windenergie;120,6
2024;Totaal energieverbruik;Zonne-energie;77,7
2024;Totaal energieverbruik;Aardwarmte;7,5
2024;Totaal energieverbruik;Omgevingsenergie;29,6
2024;Totaal energieverbruik;Biomassa;172,5
2024;Totaal energieverbruik;Elektriciteit;-18,1
2024;Totaal energieverbruik;Overig;44,5
