Jaar,Balanspost,Energiedrager,Waarde in PJ
2017,Invoer,Overig,9
2017,Voorraadmutatie,Totaal energiedragers,76.2
2017,Voorraadmutatie,Kool en koolproducten,-3.1
2017,Voorraadmutatie,Aardoliegrondstoffen en producten,87.2
2017,Voorraadmutatie,Aardgas,-3.9
2017,Voorraadmutatie,Hernieuwbare energie,-4
2017,Voorraadmutatie,Biomassa,-4
2018,Winning,Totaal energiedragers,1563.2
2018,Winning,Aardoliegrondstoffen en producten,80.1
2018,Winning,Aardgas,1169.4
2018,Winning,Kernenergie,34
2018,Winning,Hernieuwbare energie,239.2
2018,Winning,Waterkracht,0.3
2018,Winning,Windenergie,38
2018,Winning,Zonne-energie,14.5
2018,Winning,Aardwarmte,3.7
2018,Winning,Omgevingsenergie,9.1
2018,Winning,Biomassa,173.6
2018,Winning,Overig,40.4
2018,Invoer,Totaal energiedragers,10391
2018,Invoer,Kool en koolproducten,346.8
2018,Invoer,Aardoliegrondstoffen en producten,8092.4
2018,Invoer,Aardgas,1823.6
2018,Invoer,Hernieuwbare energie,23.5
2018,Invoer,Biomassa,23.5
2018,Invoer,Elektriciteit,96.3
2018,Invoer,Overig,8.4
2018,Voorraadmutatie,Totaal energiedragers,-63.9
2018,Voorraadmutatie,Kool en koolproducten,0.6
2018,Voorraadmutatie,Aardoliegrondstoffen en producten,15.6
2018,Voorraadmutatie,Aardgas,-73.5
2018,Voorraadmutatie,Hernieuwbare energie,-6.6
2018,Voorraadmutatie,Biomassa,-6.6
2019,Winning,Totaal energiedragers,1409.2
2019,Winning,Aardoliegrondstoffen en producten,68.6
2019,Winning,Aardgas,998.8
2019,Winning,Kernenergie,38.1
2019,Winning,Hernieuwbare energie,262.8
2019,Winning,Waterkracht,0.3
2019,Winning,Windenergie,41.4
2019,Winning,Zonne-energie,20.6
2019,Winning,Aardwarmte,5.6
2019,Winning,Omgevingsenergie,10.9
2019,Winning,Biomassa,184
2019,Winning,Overig,40.8
2019,Invoer,Totaal energiedragers,10310.2
2019,Invoer,Kool en koolproducten,277.2
2019,Invoer,Aardoliegrondstoffen en producten,8136.8
2019,Invoer,Aardgas,1781.8
2019,Invoer,Hernieuwbare energie,33.9
2019,Invoer,Biomassa,33.9
2019,Invoer,Elektriciteit,73.5
2019,Invoer,Overig,7.1
2019,Voorraadmutatie,Totaal energiedragers,-85
2019,Voorraadmutatie,Kool en koolproducten,-5.8
2019,Voorraadmutatie,Aardoliegrondstoffen en producten,-72
2019,Voorraadmutatie,Aardgas,-7.3
2019,Voorraadmutatie,Hernieuwbare energie,0.2
2019,Voorraadmutatie,Biomassa,0.2
2020,Winning,Totaal energiedragers,1173.1
2020,Winning,Aardoliegrondstoffen en producten,63.4
2020,Winning,Aardgas,723.3
2020,Winning,Kernenergie,40
2020,Winning,Hernieuwbare energie,301.3
2020,Winning,Waterkracht,0.2
2020,Winning,Windenergie,55
2020,Winning,Zonne-energie,32
2020,Winning,Aardwarmte,6.2
2020,Winning,Omgevingsenergie,13.3
2020,Winning,Biomassa,194.7
2020,Winning,Overig,45
2020,Invoer,Totaal energiedragers,9334.7
2020,Invoer,Kool en koolproducten,166
2020,Invoer,Aardoliegrondstoffen en producten,7237.3
2020,Invoer,Aardgas,1793.2
2020,Invoer,Hernieuwbare energie,62.3
2020,Invoer,Biomassa,62.3
2020,Invoer,Elektriciteit,71.2
2020,Invoer,Overig,4.7
2020,Voorraadmutatie,Totaal energiedragers,-52
2020,Voorraadmutatie,Kool en koolproducten,13.9
2020,Voorraadmutatie,Aardoliegrondstoffen en producten,-70.8
2020,Voorraadmutatie,Aardgas,2.9
2020,Voorraadmutatie,Hernieuwbare energie,2
2020,Voorraadmutatie,Biomassa,2
2021,Winning,Totaal energiedragers,1128.6
2021,Winning,Aardoliegrondstoffen en producten,64.6
2021,Winning,Aardgas,648.8
2021,Winning,Kernenergie,37.3
2021,Winning,Hernieuwbare energie,332.2
2021,Winning,Waterkracht,0.3
2021,Winning,Windenergie,65.2
2021,Winning,Zonne-energie,41.9
2021,Winning,Aardwarmte,6.3
2021,Winning,Omgevingsenergie,16
2021,Winning,Biomassa,202.4
2021,Winning,Overig,45.8
2021,Invoer,Totaal energiedragers,9905.7
2021,Invoer,Kool en koolproducten,234.8
2021,Invoer,Aardoliegrondstoffen en producten,7789
2021,Invoer,Aardgas,1725
2021,Invoer,Hernieuwbare energie,76.8
2021,Invoer,Biomassa,76.8
2021,Invoer,Elektriciteit,75.2
2021,Invoer,Overig,4.8
2021,Voorraadmutatie,Totaal energiedragers,464.7
2021,Voorraadmutatie,Kool en koolproducten,1.1
2021,Voorraadmutatie,Aardoliegrondstoffen en producten,274.9
2021,Voorraadmutatie,Aardgas,191.9
2021,Voorraadmutatie,Hernieuwbare energie,-3
2021,Voorraadmutatie,Biomassa,-3
2022,Winning,Totaal energiedragers,1035.4
2022,Winning,Aardoliegrondstoffen en producten,48.6
2022,Winning,Aardgas,539.3
2022,Winning,Kernenergie,40.4
2022,Winning,Hernieuwbare energie,362.7
2022,Winning,Waterkracht,0.2
2022,Winning,Windenergie,77.6
2022,Winning,Zonne-energie,61.1
2022,Winning,Aardwarmte,6.8
2022,Winning,Omgevingsenergie,20.2
2022,Winning,Biomassa,196.8
2022,Winning,Overig,44.5
2022,Invoer,Totaal energiedragers,10370.1
2022,Invoer,Kool en koolproducten,240.8
2022,Invoer,Aardoliegrondstoffen en producten,8118.4
2022,Invoer,Aardgas,1865.4
2022,Invoer,Hernieuwbare energie,73.7
2022,Invoer,Biomassa,73.7
2022,Invoer,Elektriciteit,66.8
2022,Invoer,Overig,5
2022,Voorraadmutatie,Totaal energiedragers,-362.2
2022,Voorraadmutatie,Kool en koolproducten,-4.6
2022,Voorraadmutatie,Aardoliegrondstoffen en producten,-149.6
2022,Voorraadmutatie,Aardgas,-192.1
2022,Voorraadmutatie,Hernieuwbare energie,-15.9
2022,Voorraadmutatie,Biomassa,-15.9
2023,Winning,Totaal energiedragers,883
2023,Winning,Aardoliegrondstoffen en producten,43
2023,Winning,Aardgas,354.7
2023,Winning,Kernenergie,39
2023,Winning,Hernieuwbare energie,407.1
2023,Winning,Waterkracht,0.2
2023,Winning,Windenergie,106.3
2023,Winning,Zonne-energie,71.7
2023,Winning,Aardwarmte,6.8
2023,Winning,Omgevingsenergie,25.5
2023,Winning,Biomassa,196.6
2023,Winning,Overig,39.2
2023,Invoer,Totaal energiedragers,9916.7
2023,Invoer,Kool en koolproducten,175.9
2023,Invoer,Aardoliegrondstoffen en producten,7850.6
2023,Invoer,Aardgas,1759.1
2023,Invoer,Hernieuwbare energie,55.9
2023,Invoer,Biomassa,55.9
2023,Invoer,Elektriciteit,70.4
2023,Invoer,Overig,4.7
2023,Voorraadmutatie,Totaal energiedragers,60.3
2023,Voorraadmutatie,Kool en koolproducten,-3.9
2023,Voorraadmutatie,Aardoliegrondstoffen en producten,79.6
2023,Voorraadmutatie,Aardgas,-28.9
2023,Voorraadmutatie,Hernieuwbare energie,13.5
2023,Voorraadmutatie,Biomassa,13.5
2024,Winning,Totaal energiedragers,831.7
2024,Winning,Aardoliegrondstoffen en producten,41
2024,Winning,Aardgas,289.9
2024,Winning,Kernenergie,34.7
2024,Winning,Hernieuwbare energie,425.6
2024,Winning,Waterkracht,0.3
2024,Winning,Windenergie,120.6
2024,Winning,Zonne-energie,77.7
2024,Winning,Aardwarmte,7.5
2024,Winning,Omgevingsenergie,29.6
2024,Winning,Biomassa,189.9
2024,Winning,Overig,40.6
2024,Invoer,Totaal energiedragers,9595.6
2024,Invoer,Kool en koolproducten,172.5
2024,Invoer,Aardoliegrondstoffen en producten,7787.8
2024,Invoer,Aardgas,1504.1
2024,Invoer,Hernieuwbare energie,54.3
2024,Invoer,Biomassa,54.3
2024,Invoer,Elektriciteit,72.1
2024,Invoer,Overig,4.7
2024,Voorraadmutatie,Totaal energiedragers,128.8
2024,Voorraadmutatie,Kool en koolproducten,5.3
2024,Voorraadmutatie,Aardoliegrondstoffen en producten,3.8
2024,Voorraadmutatie,Aardgas,116.6
2024,Voorraadmutatie,Hernieuwbare energie,3.1
2024,Voorraadmutatie,Biomassa,3.1
